CMDLINE python recipes.py docs-to-keywords-df --infile data/test_02_14_2020/kwds.jsonl --outfile data/test_02_14_2020/all_keywords.jsonl --out_years data/test_02_14_2020/year_counts.csv --min_thresh 500
MEM 0.027344 1585940423.7469
MEM 15.351562 1585940423.8507
MEM 20.781250 1585940423.9528
MEM 32.914062 1585940424.0530
MEM 52.757812 1585940424.1581
MEM 63.539062 1585940424.2584
MEM 72.738281 1585940424.3592
MEM 79.726562 1585940424.4626
MEM 92.503906 1585940424.5677
MEM 103.042969 1585940424.6724
MEM 106.835938 1585940424.7750
MEM 111.132812 1585940424.8799
MEM 125.667969 1585940424.9848
MEM 134.890625 1585940425.0888
MEM 139.843750 1585940425.1925
MEM 150.925781 1585940425.2940
MEM 165.808594 1585940425.3985
MEM 173.000000 1585940425.5037
MEM 184.648438 1585940425.6086
MEM 188.773438 1585940425.7128
MEM 189.753906 1585940425.8147
MEM 228.933594 1585940425.9192
MEM 282.937500 1585940426.0214
MEM 302.859375 1585940426.1226
MEM 361.804688 1585940426.2275
MEM 367.527344 1585940426.3299
MEM 383.832031 1585940426.4314
MEM 389.742188 1585940426.5352
MEM 396.062500 1585940426.6404
MEM 398.632812 1585940426.7425
MEM 399.921875 1585940426.8470
MEM 401.515625 1585940426.9482
MEM 405.242188 1585940427.0487
MEM 406.191406 1585940427.1526
MEM 407.859375 1585940427.2564
MEM 408.394531 1585940427.3606
MEM 408.937500 1585940427.4651
MEM 409.007812 1585940427.5703
MEM 410.406250 1585940427.6749
MEM 412.406250 1585940427.7820
MEM 413.589844 1585940427.8856
MEM 417.480469 1585940427.9882
MEM 423.074219 1585940428.0905
MEM 425.179688 1585940428.1951
MEM 427.390625 1585940428.2955
MEM 426.640625 1585940428.3960
MEM 427.199219 1585940428.4987
MEM 428.015625 1585940428.5997
MEM 428.203125 1585940428.7027
MEM 428.230469 1585940428.8046
MEM 428.628906 1585940428.9072
MEM 428.796875 1585940429.0090
MEM 521.851562 1585940429.1134
MEM 523.722656 1585940429.2186
MEM 542.191406 1585940429.3196
MEM 567.398438 1585940429.4240
MEM 572.125000 1585940429.5253
MEM 614.386719 1585940429.6299
MEM 614.386719 1585940429.7311
MEM 616.136719 1585940429.8351
MEM 649.960938 1585940429.9381
MEM 676.679688 1585940430.0433
MEM 685.375000 1585940430.1477
MEM 715.562500 1585940430.2491
MEM 715.566406 1585940430.3534
MEM 715.566406 1585940430.4566
MEM 729.609375 1585940430.5583
MEM 729.789062 1585940430.6591
MEM 733.187500 1585940430.7595
MEM 743.738281 1585940430.8602
MEM 743.808594 1585940430.9606
MEM 749.871094 1585940431.0609
MEM 769.515625 1585940431.1616
MEM 792.144531 1585940431.2622
MEM 768.347656 1585940431.3633
MEM 878.847656 1585940431.4638
MEM 923.984375 1585940431.5662
MEM 1001.824219 1585940431.6693
MEM 1001.824219 1585940431.7701
MEM 1001.843750 1585940431.8747
MEM 1001.847656 1585940431.9755
MEM 1001.847656 1585940432.0801
MEM 1001.847656 1585940432.1851
MEM 1001.851562 1585940432.2879
MEM 1001.851562 1585940432.3906
MEM 1001.851562 1585940432.4947
MEM 1001.851562 1585940432.5984
MEM 1001.851562 1585940432.7023
MEM 1001.933594 1585940432.8034
MEM 1001.933594 1585940432.9070
MEM 1001.933594 1585940433.0081
MEM 1002.054688 1585940433.1087
MEM 1002.265625 1585940433.2107
MEM 1002.476562 1585940433.3136
MEM 1002.679688 1585940433.4153
MEM 1002.886719 1585940433.5192
MEM 1003.093750 1585940433.6237
MEM 1003.304688 1585940433.7284
MEM 1003.523438 1585940433.8322
MEM 1003.734375 1585940433.9374
MEM 1003.941406 1585940434.0406
MEM 1004.144531 1585940434.1423
MEM 1004.355469 1585940434.2466
MEM 1004.562500 1585940434.3469
MEM 1004.757812 1585940434.4486
MEM 1004.960938 1585940434.5530
MEM 1005.179688 1585940434.6581
MEM 1005.394531 1585940434.7603
MEM 1005.621094 1585940434.8618
MEM 1005.855469 1585940434.9669
MEM 1006.074219 1585940435.0674
MEM 1006.277344 1585940435.1703
MEM 1006.511719 1585940435.2716
MEM 1006.730469 1585940435.3742
MEM 1006.941406 1585940435.4788
MEM 1007.558594 1585940435.5840
MEM 1010.875000 1585940435.6842
MEM 1014.644531 1585940435.7852
MEM 1018.796875 1585940435.8878
MEM 1022.167969 1585940435.9910
MEM 1026.132812 1585940436.0941
MEM 1030.300781 1585940436.1974
MEM 1039.046875 1585940436.2980
MEM 1043.304688 1585940436.4017
MEM 1047.300781 1585940436.5027
MEM 1051.304688 1585940436.6062
MEM 1054.742188 1585940436.7066
MEM 1014.378906 1585940436.8095
MEM 1018.718750 1585940436.9145
MEM 1023.113281 1585940437.0197
MEM 1027.230469 1585940437.1201
MEM 1031.480469 1585940437.2221
MEM 1035.722656 1585940437.3231
MEM 1039.976562 1585940437.4249
MEM 1044.339844 1585940437.5284
MEM 1048.562500 1585940437.6297
MEM 1053.769531 1585940437.7341
MEM 1014.230469 1585940437.8355
MEM 1017.515625 1585940437.9405
MEM 1021.488281 1585940438.0420
MEM 1025.742188 1585940438.1468
MEM 1026.679688 1585940438.2470
MEM 1026.648438 1585940438.3504
MEM 1030.703125 1585940438.4507
MEM 1034.875000 1585940438.5532
MEM 1039.023438 1585940438.6567
MEM 1043.515625 1585940438.7608
MEM 1047.292969 1585940438.8609
MEM 1007.976562 1585940438.9659
MEM 1011.933594 1585940439.0692
MEM 1016.265625 1585940439.1728
MEM 1020.621094 1585940439.2759
MEM 1025.140625 1585940439.3811
MEM 1029.625000 1585940439.4852
MEM 1033.777344 1585940439.5904
MEM 1037.992188 1585940439.6920
MEM 1042.308594 1585940439.7957
MEM 1047.808594 1585940439.9007
MEM 1008.750000 1585940440.0022
MEM 1011.375000 1585940440.1035
MEM 1015.742188 1585940440.2067
MEM 1019.917969 1585940440.3073
MEM 1024.578125 1585940440.4125
MEM 1028.871094 1585940440.5128
MEM 1033.039062 1585940440.6131
MEM 1037.417969 1585940440.7148
MEM 1041.761719 1585940440.8192
MEM 1046.796875 1585940440.9219
MEM 1010.035156 1585940441.0222
MEM 1011.425781 1585940441.1225
MEM 1015.648438 1585940441.2253
MEM 1020.101562 1585940441.3285
MEM 1024.699219 1585940441.4337
MEM 1029.093750 1585940441.5385
MEM 1033.285156 1585940441.6423
MEM 1037.765625 1585940441.7475
MEM 1042.070312 1585940441.8490
MEM 1047.027344 1585940441.9520
MEM 1020.468750 1585940442.0544
MEM 1011.867188 1585940442.1597
MEM 1017.304688 1585940442.2601
MEM 1026.726562 1585940442.3653
MEM 1031.351562 1585940442.4693
MEM 1035.710938 1585940442.5718
MEM 1039.914062 1585940442.6753
MEM 1044.386719 1585940442.7785
MEM 1048.957031 1585940442.8837
MEM 1053.656250 1585940442.9840
MEM 1055.902344 1585940443.0886
MEM 1019.800781 1585940443.1937
MEM 1023.195312 1585940443.2971
MEM 1027.710938 1585940443.4008
MEM 1032.277344 1585940443.5053
MEM 1035.519531 1585940443.6105
MEM 1035.363281 1585940443.7157
MEM 1039.656250 1585940443.8192
MEM 1044.042969 1585940443.9218
MEM 1048.703125 1585940444.0269
MEM 1053.968750 1585940444.1306
MEM 1015.527344 1585940444.2355
MEM 1018.394531 1585940444.3394
MEM 1023.070312 1585940444.4444
MEM 1027.332031 1585940444.5494
MEM 1031.839844 1585940444.6537
MEM 1031.468750 1585940444.7551
MEM 1035.976562 1585940444.8603
MEM 1040.488281 1585940444.9636
MEM 1045.148438 1585940445.0687
MEM 1050.265625 1585940445.1693
MEM 1012.671875 1585940445.2719
MEM 1016.472656 1585940445.3737
MEM 1020.992188 1585940445.4768
MEM 1025.468750 1585940445.5820
MEM 1029.808594 1585940445.6824
MEM 1034.031250 1585940445.7842
MEM 1038.613281 1585940445.8896
MEM 1043.082031 1585940445.9938
MEM 1047.726562 1585940446.0991
MEM 1053.093750 1585940446.2043
MEM 1016.292969 1585940446.3094
MEM 1017.949219 1585940446.4146
MEM 1022.367188 1585940446.5198
MEM 1026.878906 1585940446.6250
MEM 1031.343750 1585940446.7302
MEM 1035.585938 1585940446.8353
MEM 1040.148438 1585940446.9405
MEM 1044.523438 1585940447.0423
MEM 1048.839844 1585940447.1434
MEM 1054.207031 1585940447.2485
MEM 1018.062500 1585940447.3537
MEM 1021.457031 1585940447.4590
MEM 1026.640625 1585940447.5596
MEM 1034.917969 1585940447.6648
MEM 1039.222656 1585940447.7692
MEM 1043.648438 1585940447.8716
MEM 1047.988281 1585940447.9755
MEM 1052.316406 1585940448.0784
MEM 1056.679688 1585940448.1800
MEM 1062.042969 1585940448.2840
MEM 1029.238281 1585940448.3888
MEM 1050.101562 1585940448.4928
MEM 1069.734375 1585940448.5932
MEM 1093.578125 1585940448.6969
MEM 1117.160156 1585940448.7972
MEM 1117.257812 1585940448.8975
MEM 1125.031250 1585940448.9997
MEM 1134.550781 1585940449.1018
MEM 1041.460938 1585940449.2045
MEM 1041.410156 1585940449.3080
MEM 1043.976562 1585940449.4132
MEM 1194.285156 1585940449.5146
MEM 1194.289062 1585940449.6192
MEM 1194.289062 1585940449.7198
MEM 1194.691406 1585940449.8248
MEM 1194.722656 1585940449.9269
MEM 1194.722656 1585940450.0304
MEM 1194.722656 1585940450.1351
MEM 1194.722656 1585940450.2386
MEM 1194.722656 1585940450.3422
MEM 1194.722656 1585940450.4473
MEM 1194.722656 1585940450.5525
MEM 1194.722656 1585940450.6544
MEM 1194.722656 1585940450.7562
MEM 1194.722656 1585940450.8570
MEM 1194.722656 1585940450.9582
MEM 1194.722656 1585940451.0628
MEM 1194.722656 1585940451.1641
MEM 1194.722656 1585940451.2692
MEM 1194.882812 1585940451.3740
